show,name,year_introduced,year_finished,span,number_episodes,total_episodes,dead,month_last_ep,is_male,,,,
Sense8,Hernando,2015,2016,2,10,13,FALSE,12,TRUE,,,,
Sense8,Nomi Marks,2015,2016,2,12,13,FALSE,12,FALSE,,,,
Sense8,Amanita,2015,2016,1,13,13,FALSE,12,FALSE,,,,
Sense8,Riley Blue,2015,2016,2,13,13,FALSE,12,FALSE,,,,
Sense8,Sun Bak,2015,2016,2,13,13,FALSE,12,FALSE,,,,
Sense8,Lito Rodriguez,2015,2016,2,13,13,FALSE,12,TRUE,,,,
Sense8,Will Gorski,2015,2016,2,13,13,FALSE,12,TRUE,,,,
Sense8,Wolfgang Bogdanow,2015,2016,2,13,13,FALSE,12,TRUE,,,,
Sense8,Kala Dandekar,2015,2016,3,13,13,FALSE,12,FALSE,,,,
Seven Periods with Mr Gormsby,Alisdair Morton,2005,2006,2,14,14,FALSE,5,TRUE,,,,
Seven Periods with Mr Gormsby,Lesley Tangaroa,2005,2006,2,14,14,FALSE,5,FALSE,,,,
Sex And The City,Anthony Marantino,2000,2004,5,12,94,FALSE,2,TRUE,,,,
Sex And The City,Stanford Blatch,1998,2004,7,27,94,FALSE,2,TRUE,,,,
Sex And The City,Samantha Jones,1998,2004,7,94,94,FALSE,2,FALSE,,,,
Sex&Drugs&Rock&Roll,Davvy,2016,2016,1,5,20,FALSE,8,FALSE,,,,
Sex&Drugs&Rock&Roll,Ava,2015,2016,2,20,20,FALSE,9,FALSE,,,,
Sex&Drugs&Rock&Roll,Gigi,2015,2016,2,20,20,FALSE,9,FALSE,,,,
Shades Of Blue,Donnie Pomp,2016,2016,1,11,13,"TRUE
",3,TRUE,,,,
Shades Of Blue,Matt Wozniak,2016,2016,1,13,13,FALSE,3,TRUE,,,,
Shadowhunters,Alec Lightwood,2016,2016,1,13,13,FALSE,4,TRUE,,,,
Shadowhunters,Magnus Bane,2016,2016,1,13,13,FALSE,4,TRUE,,,,
Shameless (UK),Kash Karib,2004,2009,6,19,138,FALSE,4,TRUE,,,,
Shameless (UK),Monica Gallagher,2004,2013,10,40,138,FALSE,5,FALSE,,,,
Shameless (UK),Micky Maguire,2007,2012,6,84,138,FALSE,9,TRUE,,,,
Shameless (UK),Ian Gallagher,2004,2010,7,80,138,FALSE,11,TRUE,,,,
Shameless (US),Monica Gallagher,2011,2016,6,13,84,FALSE,12,FALSE,,,,
Shameless (US),Mickey Milkovich,2011,2016,6,43,84,FALSE,12,TRUE,,,,
Shameless (US),Ian Gallagher,2011,2016,6,84,84,FALSE,12,TRUE,,,,
Sherlock,Jim Moriarty,2010,2016,7,7,12,FALSE,1,TRUE,,,,
Shortland Street,Jay Copeland,2006,2010,5,92,847,TRUE,1,FALSE,,,,
Shortland Street,Seth Packhurst,2012,2013,2,187,847,FALSE,3,TRUE,,,,
Shortland Street,Maia Jeffries,2006,2012,7,387,847,FALSE,5,FALSE,,,,
Shortland Street,Jonathon McKenna,2011,2011,1,4,847,FALSE,8,TRUE,,,,
Shortland Street,Laura Hall,1999,1999,1,17,847,TRUE,11,FALSE,,,,
Shortland Street,Caroline Buxton,1996,1999,4,76,847,FALSE,11,FALSE,,,,
Shortland Street,Harper Whitley,2013,2016,4,156,847,FALSE,12,FALSE,,,,
Shortland Street,Nicole Miller,2010,2016,7,424,847,FALSE,12,FALSE,,,,
Shut Eye,Gina,2016,2016,1,10,10,TRUE,12,FALSE,,,,
Siberia,Natalie,2013,2013,1,5,11,TRUE,8,FALSE,,,,
Siberia,Annie,2013,2013,1,11,11,TRUE,9,FALSE,,,,
Sinchronicity,Jase,2006,2006,1,6,6,FALSE,8,TRUE,,,,
Sinchronicity,Mani,2006,2006,1,6,6,FALSE,8,TRUE,,,,
Sirens (UK) ,Ashley Greenwick,2011,2011,1,6,6,FALSE,8,TRUE,,,,
Sirens (US),Valentina 'Voodoo' Dunacci,2014,2015,2,22,23,FALSE,4,FALSE,,,,
Sirens (US),Hank St. Clare,2014,2015,2,23,23,FALSE,4,TRUE,,,,
Sirens (US) ,Nick,2015,2015,1,3,23,FALSE,4,TRUE,,,,
Sisters,Norma Lear,1993,1996,4,24,127,FALSE,4,FALSE,,,,
Six Feet Under,David Fisher,2001,2005,5,63,63,FALSE,8,TRUE,,,,
Six Feet Under,Keith Charles,2001,2005,5,63,63,FALSE,8,TRUE,,,,
SK Kölsch,Klaus Taube,1999,2002,4,38,81,FALSE,4,TRUE,,,,
SK Kölsch,Falk von Schermbeck,2002,2006,5,43,81,FALSE,8,TRUE,,,,
Skam,Even Bech Naesheim,2016,2016,1,10,30,FALSE,12,TRUE,,,,
Skam,Eskild Tryggvasson,2016,2016,1,17,30,FALSE,12,TRUE,,,,
Skam,Isak Valtersen,2015,2016,2,27,30,FALSE,12,TRUE,,,,
Slasher,Justin Faysal,2016,2016,1,4,8,TRUE,3,TRUE,,,,
Slasher,Robin Turner,2016,2016,1,7,8,FALSE,4,TRUE,,,,
Sleeper Cell,Jason,2006,2006,1,4,18,FALSE,12,TRUE,,,,
Sleeper Cell,Salim,2006,2006,1,7,18,TRUE,12,TRUE,,,,
Smash,John Goodwin,2012,2012,1,7,32,FALSE,4,TRUE,,,,
Smash,Ellis Boyd,2012,2013,2,16,32,FALSE,4,TRUE,,,,
Smash,Blake,2013,2013,1,7,32,FALSE,5,TRUE,,,,
Smash,Kyle Bishop,2013,2013,1,14,32,TRUE,5,TRUE,,,,
Smash,Dennis,2012,2012,1,15,32,FALSE,5,TRUE,,,,
Smash,Sam Stickland,2012,2013,2,23,32,FALSE,5,TRUE,,,,
Smash,Bobby,2012,2013,2,26,32,FALSE,5,TRUE,,,,
Smash,Tom Levitt,2012,2013,2,32,32,FALSE,5,TRUE,,,,
So NoTORIous,Sasan,2006,2006,1,10,10,FALSE,6,TRUE,,,,
Soap,Jodie Dallas,1977,1981,5,76,87,FALSE,4,FALSE,,,,
Some of My Best Friends,Vern Limoso,2001,2001,1,8,8,FALSE,4,TRUE,,,,
Some of My Best Friends,Warren Fairbanks,2001,2001,1,8,8,FALSE,4,TRUE,,,,
Sons Of Anarchy,Amy Tyler,2010,2010,1,6,92,FALSE,11,FALSE,,,,
Sons Of Anarchy,June Stahl,2008,2010,3,19,92,FALSE,11,FALSE,,,,
Sons Of Anarchy,Wendy Case,2008,2014,7,35,92,FALSE,12,FALSE,,,,
Sons Of Anarchy,Gemma Teller Morrow,2008,2014,7,92,92,FALSE,12,FALSE,,,,
Sons Of Anarchy,"""Tig"" Trager",2008,2014,7,92,92,FALSE,12,TRUE,,,,
Sophie,Bernard,2008,2009,2,14,32,FALSE,3,TRUE,,,,
Sophie,Matt Scott ,2008,2009,2,29,32,FALSE,3,TRUE,,,,
Sos mi hombre,Brenda Garay,2012,2012,1,68,68,FALSE,11,FALSE,,,,
South Of Nowhere,Carmen,2007,2008,2,7,43,FALSE,12,FALSE,,,,
South Of Nowhere,Ashley Davies,2005,2008,4,43,43,FALSE,12,FALSE,,,,
South Of Nowhere,Spencer Carlin,2005,2008,4,43,43,FALSE,12,FALSE,,,,
Southland,John Cooper,2009,2013,5,43,43,FALSE,4,TRUE,,,,
Spartacus: Gods of the Arena,Auctus,2011,2011,1,3,6,FALSE,2,TRUE,,,,
Spartacus: Gods of the Arena,Gaia,2011,2011,1,4,6,FALSE,2,FALSE,,,,
Spartacus: Gods of the Arena,Barca,2011,2011,1,6,6,TRUE,2,TRUE,,,,
Spartacus: War of the Damned,Sabinus,2013,2013,1,4,33,FALSE,2,TRUE,,,,
Spartacus: War of the Damned,Pietros,2010,2010,1,6,33,TRUE,3,TRUE,,,,
Spartacus: War of the Damned,Iliythia,2010,2012,3,21,33,FALSE,3,FALSE,,,,
Spartacus: War of the Damned,Lucretia,2010,2012,3,23,33,FALSE,3,FALSE,,,,
Spartacus: War of the Damned,Belesa,2013,2013,2,4,33,FALSE,4,FALSE,,,,
Spartacus: War of the Damned,Castus,2013,2013,1,8,33,FALSE,4,TRUE,,,,
Spartacus: War of the Damned,Tiberius,2013,2013,1,10,33,FALSE,4,TRUE,,,,
Spartacus: War of the Damned,Saxa,2012,2013,2,14,33,FALSE,4,FALSE,,,,
Spartacus: War of the Damned,Nasir,2012,2013,2,19,33,FALSE,4,TRUE,,,,
Spartacus: War of the Damned,Agron,2010,2013,4,26,33,FALSE,4,TRUE,,,,
Spin City,Carter Sebastian Heywood,1996,2002,7,145,145,FALSE,4,TRUE,,,,
Spyder Games,Jeff Northcutt,2001,2001,1,29,65,FALSE,9,TRUE,,,,
Spyder Games,Ivan Carlisle,2001,2001,1,65,65,FALSE,9,TRUE,,,,
St. Elsewhere,Brett Johnson,1987,1988,2,6,137,TRUE,5,TRUE,,,,
Star Trek: DS9,Ezri Dax,1998,1999,2,25,173,FALSE,6,FALSE,,,,
Star Trek: DS9,Jadzia Dax,1993,1998,6,150,173,TRUE,6,FALSE,,,,
Star Trek: DS9,Kira Nerys,1993,1999,7,173,173,FALSE,6,FALSE,,,,
Star-Crossed,Taylor Beecham,2014,2014,1,11,13,FALSE,5,FALSE,,,,
Star-Crossed,Sophia,2014,2014,1,12,13,FALSE,5,FALSE,,,,
Stargate Universe,Camile Wray,2009,2011,3,31,40,FALSE,5,FALSE,,,,
Stargate Universe,Sharon,2009,2010,2,3,40,FALSE,10,FALSE,,,,
Starved,Billie Fraiser,2005,2005,1,7,7,FALSE,9,FALSE,,,,
Stingers,Christina Dichiera,2001,2004,4,82,192,FALSE,12,FALSE,,,,
Stitchers,Camille Engelson,2015,2016,2,21,21,FALSE,5,FALSE,,,,
Strangers With Candy,Chuck Noblet,1999,2000,2,30,30,FALSE,10,TRUE,,,,
Strangers With Candy,Geoffrey Jellineck,1999,2000,2,30,30,FALSE,10,TRUE,,,,
Strangers With Candy,Jerri Blank,1999,2000,3,30,30,FALSE,10,FALSE,,,,
Strictly Confidential,Angie Morton,2006,2006,1,6,6,TRUE,12,FALSE,,,,
Sturm der Liebe,Chris Brenner,2014,2014,1,21,1624,FALSE,4,TRUE,,,,
Sturm der Liebe,Daniel Brückner,2013,2014,2,120,1624,FALSE,9,TRUE,,,,
Suburgatory,Mr. Wolfe,2011,2013,3,44,57,FALSE,4,TRUE,,,,
Suburgatory,Dalia Royce,2011,2014,4,57,57,FALSE,5,FALSE,,,,
Sugar Rush,Dave,2005,2005,1,3,20,FALSE,7,TRUE,,,,
Sugar Rush,Saint,2006,2006,1,10,20,FALSE,8,FALSE,,,,
Sugar Rush,Kim Daniels,2005,2006,2,20,20,FALSE,8,FALSE,,,,
Supergirl,Maggie Sawyer,2016,2016,1,6,28,FALSE,11,FALSE,,,,
Supergirl,Alex Danvers,2015,2016,2,28,28,FALSE,11,FALSE,,,,
Supernatural,Charlie Bradbury,2012,2015,4,8,234,TRUE,5,FALSE,,,,
Supernatural,Chuck Shurley/Carver Edlund/God,2009,2016,8,13,234,FALSE,5,TRUE,,,,
Supernatural,Jenna Nickerson,2012,2015,4,3,234,TRUE,10,FALSE,,,,
Superstore,Jeff,2016,2016,1,4,21,FALSE,10,TRUE,,,,
Superstore,Mateo,2015,2016,2,21,21,FALSE,11,TRUE,,,,
Switched At Birth,Renzo,2014,2015,2,8,94,FALSE,1,TRUE,,,,
Switched At Birth,Hilary,2012,2013,2,4,94,FALSE,8,FALSE,,,,
Switched At Birth,Matthew,2013,2014,2,16,94,FALSE,8,TRUE,,,,
Switched At Birth,Josh Padden,2015,2015,1,7,94,FALSE,10,TRUE,,,,
Switched At Birth,Natalie,2013,2015,3,22,94,FALSE,10,FALSE,,,,
Tales Of The City,D'orothea Wilson,1993,1994,2,4,6,FALSE,1,FALSE,,,,
Tales Of The City,Anna Madrigal,1993,1994,2,6,6,FALSE,1,FALSE,,,,
Tales Of The City,Beauchamp Day,1993,1994,2,6,6,FALSE,1,TRUE,,,,
Tales Of The City,Jon Fielding,1993,1994,2,6,6,FALSE,1,TRUE,,,,
Tales Of The City,Michael Tolliver,1993,1994,2,6,6,FALSE,1,TRUE,,,,
Teen Wolf,Brett Talbot,2014,2016,3,9,86,FALSE,2,TRUE,,,,
Teen Wolf,Ethan,2013,2014,2,20,86,FALSE,3,TRUE,,,,
Teen Wolf,Danny Mahealani,2011,2014,4,28,86,FALSE,3,TRUE,,,,
Teen Wolf,Corey,2015,2016,2,24,86,FALSE,11,TRUE,,,,
Teen Wolf,Mason Hewitt,2014,2016,3,26,86,FALSE,12,TRUE,,,,
Telenovela,Gael Garnica,2015,2016,2,11,11,FALSE,2,TRUE,,,,
Terry and Julian,Julian,1992,1992,1,6,6,FALSE,10,TRUE,,,,
That '80s Show,Sophia,2002,2002,1,13,13,FALSE,5,FALSE,,,,
The 100,Lexa,2014,2016,3,16,45,TRUE,3,FALSE,,,,
The 100,Niylah,2016,2016,1,3,45,FALSE,4,FALSE,,,,
The 100,Bryan,2016,2016,1,9,45,FALSE,5,TRUE,,,,
The 100,Nathan Miller,2014,2016,3,26,45,FALSE,5,TRUE,,,,
The 100,Clarke Griffin,2014,2016,3,45,45,FALSE,5,FALSE,,,,
The A Word,Tom Clarke,2016,2016,1,5,6,FALSE,4,TRUE,,,,
The Andromeda Strain,Major Bill Keane MD,2008,2008,1,4,4,FALSE,7,TRUE,,,,
The Best Years,Lee Campbell,2007,2007,1,11,21,FALSE,8,TRUE,,,,
The Big C,Lee Fallon,2011,2011,1,8,40,TRUE,9,TRUE,,,,
The Bill,Craig Gilmore,1994,2003,10,103,1094,FALSE,2,TRUE,,,,
The Bill,Luke Ashton,1995,2003,9,123,1094,FALSE,6,TRUE,,,,
The Bill,Jo Masters,1992,2010,19,179,1094,FALSE,8,FALSE,,,,
The Bill,Juliet Becker,2003,2003,1,26,1094,TRUE,10,FALSE,,,,
The Bill,Lance Powell,2000,2005,6,67,1094,TRUE,11,TRUE,,,,
The Bill,Debbie McAllister,1993,2004,12,191,1094,FALSE,11,FALSE,,,,
The Bill,John Lord,2000,2005,6,4,1094,FALSE,12,TRUE,,,,
The Bold And The Beautiful,Karen Spencer,1991,2014,24,45,4136,FALSE,4,FALSE,,,,
The Bold And The Beautiful,Danielle,2012,2013,2,18,4136,FALSE,10,FALSE,,,,
The Bold And The Beautiful,Maya Avant ,2013,2016,4,397,4136,FALSE,12,FALSE,,,,
The Book Group,Rab,2002,2003,2,12,12,FALSE,2,TRUE,,,,
The Book Of Daniel,Peter Webster,2006,2006,1,8,8,FALSE,1,TRUE,,,,
The Borgias,Pascal,2013,2013,1,4,29,FALSE,6,TRUE,,,,
The Borgias,Micheletto Corella,2011,2013,3,27,29,FALSE,6,TRUE,,,,
The Bridge,Lucy,2014,2014,1,3,26,FALSE,9,FALSE,,,,
The Bridge,Adriana Mendez,2013,2014,2,24,26,FALSE,10,FALSE,,,,
The Brittas Empire,Gavin Featherly,1991,1997,7,52,52,FALSE,2,TRUE,,,,
The Brittas Empire,Tim Whistler,1991,1997,7,52,52,FALSE,2,TRUE,,,,
The Business,Wendell Cooper,2006,2007,2,5,16,FALSE,8,TRUE,,,,
The Business,Terrence von Holtzen,2006,2007,2,7,16,FALSE,8,TRUE,,,,
The Carrie Diaries,"Samantha ""Sam"" Jones",2013,2014,2,13,26,FALSE,1,FALSE,,,,
The Carrie Diaries,Bennet Wilcox,2013,2014,2,16,26,FALSE,1,TRUE,,,,
The Carrie Diaries,Dona LaDonna,2013,2014,2,26,26,FALSE,1,FALSE,,,,
The Carrie Diaries,"Jill ""Mouse"" Chen",2013,2014,2,26,26,FALSE,1,FALSE,,,,
The Carrie Diaries,Larissa Loughlin,2013,2014,2,26,26,FALSE,1,FALSE,,,,
The Carrie Diaries,Walt Reynolds,2013,2014,2,26,26,FALSE,1,TRUE,,,,
The Catch,Margot Bishop,2016,2016,1,14,14,FALSE,3,FALSE,,,,
The Catch,Felicity,2016,2016,2,3,10,TRUE,4,FALSE,,,,
The Catch,Shawn,2016,2016,1,5,10,FALSE,5,TRUE,,,,
The Class,Palmer Wyland,2006,2007,2,6,19,FALSE,2,FALSE,,,,
The Class,Kyle Lendo,2006,2007,2,19,19,FALSE,3,TRUE,,,,
The Class,Aaron,2006,2006,1,7,19,FALSE,11,TRUE,,,,
The Collection,Claude Sabine,2016,2016,1,8,8,FALSE,2,TRUE,,,,
The Comeback,Mickey Deane,2005,2014,10,21,21,FALSE,12,TRUE,,,,
The Corner Bar,Peter Panama,1972,1972,1,9,16,FALSE,8,TRUE,,,,
The Crew,Paul Steadman,1995,1996,2,21,21,FALSE,6,TRUE,,,,
The Deleted,Sophie,2016,2016,1,3,8,FALSE,12,FALSE,,,,
The Deleted,Landon,2016,2016,1,6,8,FALSE,12,TRUE,,,,
The Deleted,Mason,2016,2016,1,6,8,FALSE,12,TRUE,,,,
The Deleted,Logan,2016,2016,1,7,8,FALSE,12,TRUE,,,,
The Deleted,Agatha,2016,2016,1,8,8,FALSE,12,FALSE,,,,
The Durrells,Sven,2016,2016,1,5,7,FALSE,5,TRUE,,,,
The Education Of Max Bickford,Erica Bettis,2001,2002,2,22,22,FALSE,6,FALSE,,,,
The Ellen Show,Ellen Richmond,2001,2002,2,18,18,FALSE,1,FALSE,,,,
The Exorcist,Kat Rance,2016,2016,1,10,10,FALSE,12,FALSE,,,,
The Exorcist,Marcus Keane,2016,2016,1,10,10,FALSE,12,TRUE,,,,
The Expanse,Julie Mao,2015,2016,1,10,10,FALSE,2,FALSE,,,,
The Fall,Danielle Ferrington,2013,2016,4,15,17,FALSE,10,FALSE,,,,
The Fall,Stella Gibson,2013,2016,4,17,17,FALSE,10,FALSE,,,,
The Family,Bridey Cruz,2016,2016,1,12,12,TRUE,5,FALSE,,,,
The Family,Willa Warren,2016,2016,1,12,12,FALSE,5,FALSE,,,,
The Flash,Hartley Rathaway,2015,2016,2,3,55,FALSE,3,TRUE,,,,
The Flash,David Singh,2014,2016,3,24,55,FALSE,11,TRUE,,,,
The Following,Paul Torres,2013,2013,1,10,45,TRUE,3,TRUE,,,,
The Following,Jacob Wells,2013,2013,1,15,45,TRUE,4,TRUE,,,,
The Following,Dawn,2015,2015,1,3,45,FALSE,5,FALSE,,,,
The Following,Gina Mendez,2014,2015,2,15,45,FALSE,5,FALSE,,,,
The Fosters,Connor Stevens,2013,2016,4,25,72,FALSE,3,TRUE,,,,
The Fosters,Monte Porter,2014,2016,3,28,72,FALSE,4,FALSE,,,,
The Fosters,Jude Adams-Foster,2013,2016,4,72,72,FALSE,4,TRUE,,,,
The Fosters,Jack Downey,2016,2016,1,6,72,FALSE,6,TRUE,,,,
The Fosters,Cole,2014,2015,2,10,72,FALSE,7,TRUE,,,,
The Fosters,Noah,2016,2016,1,6,72,FALSE,8,TRUE,,,,
The Fosters,Stef Adams-Foster,2013,2016,4,72,72,FALSE,8,FALSE,,,,
The Fosters,Lena Adams-Foster,2013,2016,4,72,72,FALSE,8,FALSE,,,,
The Get Down,"Marcus ""Dizzee"" Kipling",2016,2016,1,6,6,FALSE,8,TRUE,,,,
The Get Down,Thor,2016,2016,1,6,6,FALSE,8,TRUE,,,,
The Girl's Guide to Depravity,Tyler,2012,2013,2,25,26,FALSE,12,TRUE,,,,
The Girlfriend Experience,Avery Suhr,2016,2016,1,3,13,FALSE,4,FALSE,,,,
The Girlfriend Experience,Christine Reade,2016,2016,1,13,13,FALSE,4,FALSE,,,,
The Good Place,Eleanor Shellstrop,2016,2016,1,9,9,FALSE,11,FALSE,,,,
The Good Wife,Owen Cavanaugh,2010,2016,7,14,156,FALSE,4,TRUE,,,,
The Good Wife,Kalinda Sharma,2009,2015,7,134,156,FALSE,5,FALSE,,,,
The Good Wife,Sophia Russo,2011,2014,4,4,156,FALSE,9,FALSE,,,,
The Good Wife,Lana Delany,2009,2014,6,12,156,FALSE,11,FALSE,,,,
The Hard Times of RJ Berger,Max Owens,2010,2011,2,24,24,FALSE,5,TRUE,,,,
The Haves and the Have Nots,Jeffery Harrington,2013,2016,4,61,68,FALSE,7,TRUE,,,,
The John Larroquette Show,Pat,1994,1995,2,8,84,FALSE,1,TRUE,,,,
The Killing,Nicole Jackson,2011,2012,2,10,44,FALSE,6,FALSE,,,,
The Killing,Bullet,2013,2013,1,9,44,TRUE,7,FALSE,,,,
The Killing,Regi Darnell,2011,2014,4,18,44,FALSE,8,FALSE,,,,
The L Word,Nadia Karella,2007,2007,1,3,70,FALSE,1,FALSE,,,,
The L Word,Cherie Jaffe,2004,2007,4,5,70,FALSE,1,FALSE,,,,
The L Word,Paige Sobel,2007,2008,2,10,70,FALSE,1,FALSE,,,,
The L Word,Billie Blaikie,2006,2006,1,3,70,FALSE,2,TRUE,,,,
The L Word,Candace Jewell,2004,2005,2,5,70,FALSE,2,FALSE,,,,
The L Word,Howie Fairbanks,2004,2006,3,3,70,FALSE,3,TRUE,,,,
The L Word,Molly Kroll,2007,2009,3,9,70,FALSE,3,FALSE,,,,
The L Word,Dylan Moreland,2006,2009,4,14,70,FALSE,3,FALSE,,,,
The L Word,Niki Stevens,2008,2009,2,15,70,FALSE,3,FALSE,,,,
The L Word,Joyce Wischnia,2005,2009,5,15,70,FALSE,3,FALSE,,,,
The L Word,Marina Ferrer,2004,2009,6,16,70,FALSE,3,FALSE,,,,
The L Word,Phyllis Kroll,2007,2009,3,19,70,FALSE,3,FALSE,,,,
The L Word,Lara Perkins,2004,2006,3,20,70,FALSE,3,FALSE,,,,
The L Word,Carmen de la Pica Morales,2005,2009,5,25,70,FALSE,3,FALSE,,,,
The L Word,Tasha Williams,2007,2009,3,28,70,FALSE,3,FALSE,,,,
The L Word,Jodi Learner,2007,2009,3,29,70,FALSE,3,FALSE,,,,
The L Word,Dana Fairbanks,2004,2007,4,39,70,TRUE,3,FALSE,,,,
The L Word,"Moira ""Max"" Sweeney",2006,2009,4,44,70,FALSE,3,FALSE,,,,
The L Word,Helena Peabody,2005,2009,5,54,70,FALSE,3,FALSE,,,,
The L Word,Jenny Schecter,2004,2009,6,70,70,TRUE,3,FALSE,,,,
The L Word,Alice Pieszecki,2004,2009,6,70,70,FALSE,3,FALSE,,,,
The L Word,Bette Porter,2004,2009,6,70,70,FALSE,3,FALSE,,,,
The L Word,Shane McCutcheon,2004,2009,6,70,70,FALSE,3,FALSE,,,,
The L Word,Tina Kennard,2004,2009,6,70,70,FALSE,3,FALSE,,,,
The L.A. Complex,Christopher Taylor,2012,2012,1,5,19,FALSE,9,TRUE,,,,
The L.A. Complex,Tariq Muhammad,2012,2012,1,10,19,FALSE,9,TRUE,,,,
The L.A. Complex,Kaldrick King,2012,2012,1,18,19,FALSE,9,TRUE,,,,
The Larry Sanders Show,Brian,1995,1998,4,35,89,FALSE,5,TRUE,,,,
The Last Ship ,Alisha Granderson,2014,2016,3,39,39,FALSE,9,FALSE,,,,
The Librarians,Cassandra Killian,2014,2016,3,26,26,FALSE,12,FALSE,,,,
The Line Of Beauty,Leo Charles,2006,2006,1,3,3,FALSE,5,TRUE,,,,
The Line Of Beauty,Nick Guest,2006,2006,1,3,3,FALSE,5,TRUE,,,,
The Line Of Beauty,Wani Ouradi,2006,2006,1,3,3,FALSE,5,TRUE,,,,
The Lizzie Borden Chronicles,Adele,2015,2015,1,3,8,FALSE,4,FALSE,,,,
The Magicians,Eliot Waugh,2015,2016,2,13,13,FALSE,4,TRUE,,,,
The Magicians,Quentin Coldwater,2015,2016,2,13,13,FALSE,4,TRUE,,,,
The McCarthys,Ronny McCarthy,2014,2015,2,15,16,FALSE,7,TRUE,,,,
The Mighty Boosh,Vince Noir,2003,2007,5,21,21,FALSE,12,TRUE,,,,
The Mysteries Of Laura,Max Carnegie,2014,2016,3,38,38,FALSE,3,TRUE,,,,
The New Normal,Gary Snyder,2012,2013,2,5,22,FALSE,4,TRUE,,,,
The New Normal,Bryan Collins,2012,2013,2,22,22,FALSE,4,TRUE,,,,
The New Normal,David Bartholomew Sawyer,2012,2013,2,22,22,FALSE,4,TRUE,,,,
The Night Manager,"Lance ""Corky"" Corkoran",2016,2016,1,5,6,TRUE,5,TRUE,,,,
The Night Shift,Rick,2014,2016,5,7,35,FALSE,8,TRUE,,,,
The Night Shift,Drew Allister,2014,2016,3,35,35,FALSE,8,TRUE,,,,
The No. 1 Ladies' Detective Agency,BK,2008,2009,2,7,7,FALSE,4,TRUE,,,,
The O.C.,Alex Kelly,2004,2005,2,13,92,FALSE,3,FALSE,,,,
The O.C.,Marissa Cooper,2003,2006,4,78,92,TRUE,5,FALSE,,,,
The O.C.,Carson Ward,2003,2004,2,3,92,FALSE,11,TRUE,,,,
The O.C.,Sophie,2004,2005,2,3,92,FALSE,12,FALSE,,,,
The OA,Buck Vu,2016,2016,1,8,8,FALSE,12,TRUE,,,,
The Office,Oscar Martinez,2005,2013,9,177,188,FALSE,5,TRUE,,,,
The Originals,Tristan de Martel,2015,2016,2,11,66,FALSE,2,TRUE,,,,
The Originals,Aiden,2014,2015,2,13,66,TRUE,4,TRUE,,,,
The Originals,Josh Rosza,2013,2016,4,29,66,FALSE,5,TRUE,,,,
The Playboy Club,Frances Dunhill,2011,2011,1,4,7,FALSE,10,FALSE,,,,
The Playboy Club,Alice,2011,2011,1,7,7,FALSE,10,FALSE,,,,
The Playboy Club,Sean Beasley,2011,2011,1,7,7,FALSE,10,TRUE,,,,
The Prisoner,"""11-12"" (1112)",2009,2009,1,6,6,TRUE,11,TRUE,,,,
The Pursuit of Happiness,Alex Chosek,1995,1995,1,7,7,FALSE,11,TRUE,,,,
The Real O'Neals,Allison,2016,2016,1,3,21,FALSE,12,FALSE,,,,
The Real O'Neals,Kenny O'Neal,2016,2016,1,21,21,FALSE,12,TRUE,,,,
The Returned,Julie Han,2015,2015,1,10,10,FALSE,5,FALSE,,,,
The Returned,Nikki Banks,2015,2015,1,10,10,FALSE,5,FALSE,,,,
The Royals,Eleanor,2015,2016,2,23,23,FALSE,12,FALSE,,,,
The Royals,Cyrus,2015,2016,2,23,23,FALSE,12,TRUE,,,,
The Sarah Jane Adventures,Luke Smith,2007,2011,5,44,54,FALSE,10,TRUE,,,,
The Sarah Silverman Program,Brian Spukowski,2007,2010,4,32,32,FALSE,4,TRUE,,,,
The Sarah Silverman Program,Steve Myron,2007,2010,4,32,32,FALSE,4,TRUE,,,,
The Secret Life Of The American Teenager,Nora,2010,2013,4,43,121,FALSE,5,FALSE,,,,
The Secret Life Of The American Teenager,Griffin,2009,2012,4,22,121,FALSE,6,TRUE,,,,
The Secret Life Of The American Teenager,Anne Juergens,2008,2013,6,121,121,FALSE,6,FALSE,,,,
The Secret Life Of The American Teenager,Peter,2010,2011,2,5,121,FALSE,9,TRUE,,,,
The Secret Life of Us,Miranda Lang,2001,2003,4,56,88,FALSE,5,FALSE,,,,
The Secret Life of Us,Chloe,2003,2003,1,22,88,FALSE,7,FALSE,,,,
The Secret Life of Us,Richie Blake,2001,2003,4,64,88,FALSE,7,TRUE,,,,
The Secret Life of Us,Simon Trader,2001,2005,5,86,88,FALSE,12,TRUE,,,,
The Shannara Chronicles,Eretria,2016,2016,1,10,10,FALSE,3,FALSE,,,,
The Shield,Julien Lowe,2002,2008,7,89,89,FALSE,11,TRUE,,,,
The Sopranos,Vito Spatafore Sr.,2006,2006,1,5,86,TRUE,5,TRUE,,,,
The Strain,Nikki,2014,2015,2,4,36,FALSE,9,FALSE,,,,
The Strain,Dutch Velders,2014,2016,3,27,36,FALSE,10,FALSE,,,,
The Switch,Sü,2016,2016,1,6,6,FALSE,8,FALSE,,,,
The Tudors,William Compton,2007,2007,1,7,38,TRUE,5,TRUE,,,,
The Tudors,Mark Smeaton,2008,2008,1,9,38,TRUE,5,TRUE,,,,
The Tudors,George Boleyn,2007,2008,2,16,38,TRUE,5,TRUE,,,,
The Tudors,Thomas Tallis,2007,2007,1,9,38,FALSE,6,TRUE,,,,
